,tag,token0,token1,date,timestamp,token0_hourly_price_median_mint,token0_hourly_amount_mint,token0_hourly_price_median_burn,token0_hourly_amount_burn,token0_hourly_amount_net_mint_burn,liquidity_hourly_sum_mint,liquidity_hourly_sum_burn,liquidity_hourly_net_mint_burn,token0_hourly_price_median_swap,token0_hourly_price_min_swap,token0_hourly_price_max_swap,token0_hourly_price_std_swap,token0_hourly_amount_buy_swap,token0_hourly_amount_sell_swap,token0_hourly_amount_net_swap,token0_hourly_amount_cum_buy_swap,token0_hourly_amount_cum_sell_swap,token0_hourly_amount_cum_net_swap,total_events_hourly_mint,total_events_hourly_burn,total_events_hourly_swap,total_events_hourly,token0_daily_amount_net_swap,liquidity_hourly_cum_sum_mint,liquidity_hourly_cum_sum_burn
6,STRK_USDT,STRK,USDT,2024-02-20 15:00:00,1708441200,2.1729858665660995,-242.5261671246766,10.65909487220074,885.3799202709988,642.8537531463222,2.159660924272916e+16,-2.2683042569753456e+16,-1086433327024296.0,2.5967022789947203,4.0743166881482304,1.899810786501584,0.7167644021103221,2723.8124053690344,-2867.4080333467027,-143.5956279776683,2723.8124053690344,-2867.4080333467027,-143.5956279776683,3,2,158,163,,2.159660924272916e+16,-2.2683042569753456e+16
7,STRK_USDT,STRK,USDT,2024-02-20 15:00:00,1708441200,15.789585099490733,-0.780250647649846,,0.0,-0.780250647649846,2.0361470908925296e+16,0.0,2.0361470908925296e+16,2.478972209071673,2.8957137894439007,1.96429918573873,0.2604196845297741,43702.69671051246,-47146.43927993969,-3443.7425694272315,43702.69671051246,-47146.43927993969,-3443.7425694272315,2,0,223,225,,2.0361470908925296e+16,0.0
8,STRK_USDT,STRK,USDT,2024-02-20 16:00:00,1708444800,3.419081481858307,-1828.8026010704489,2.1986654345322254,81.80484585845228,-1746.9977552119965,9.265135668225192e+17,-9.132777452229774e+17,1.3235821599541888e+16,2.052467823847775,2.3424447275987115,1.80828,0.1394290832068598,3724.074868203305,-3439.127113384869,284.947754818435,3724.074868203305,-3439.127113384869,284.947754818435,8,3,59,70,,9.265135668225192e+17,-9.132777452229774e+17
9,STRK_USDT,STRK,USDT,2024-02-20 17:00:00,1708448400,1.99617492571249,-226.95456704460747,,0.0,-226.95456704460747,3196231244691642.0,0.0,3196231244691642.0,2.099776268854135,2.189123361887176,1.93842552,0.0786423775823634,9660.40179741302,-7948.528206900446,1711.873590512574,9660.40179741302,-7948.528206900446,1711.873590512574,5,0,114,119,,3196231244691642.0,0.0
10,STRK_USDT,STRK,USDT,2024-02-20 18:00:00,1708452000,2.0966983440563727,-188.34941049811383,1.3686060449635031,206.3793376037092,18.029927105595306,3829569097231222.5,-1078008643937319.0,2751560453293903.0,1.974934270945287,2.2415073000000003,1.7404898376811593,0.1302492409194905,37306.13433823489,-48238.90870017592,-10932.774361941025,37306.13433823489,-48238.90870017592,-10932.774361941025,3,1,305,309,,3829569097231222.5,-1078008643937319.0
11,STRK_USDT,STRK,USDT,2024-02-20 19:00:00,1708455600,2.0973421014832265,-94.999999595244,3.479583169321924,225.9651377016005,130.9651381063565,941863112732321.0,-1467391884491370.0,-525528771759049.0,2.06246274,2.11268651824646,1.9894192533333332,0.0411117472189764,1438.5786218469057,-2049.857519777562,-611.278897930657,1438.5786218469057,-2049.857519777562,-611.278897930657,2,1,56,59,,941863112732321.0,-1467391884491370.0
12,STRK_USDT,STRK,USDT,2024-02-20 20:00:00,1708459200,,0.0,,0.0,0.0,0.0,0.0,0.0,2.0268712268648343,2.047055721062313,1.995674225,0.0191836354215173,83.13512940337972,-160.0,-76.86487059662028,83.13512940337972,-160.0,-76.86487059662028,0,0,10,10,,0.0,0.0
13,STRK_USDT,STRK,USDT,2024-02-20 21:00:00,1708462800,1000000000000.0,-1.0228669e-11,,0.0,-1.0228669e-11,1283705417.0,0.0,1283705417.0,1.984864313846154,11.22814,1.0004727149661377,3.419316733580019,553.1169908937209,-1183.0,-629.8830091062791,553.1169908937209,-1183.0,-629.8830091062791,1,0,40,41,,1283705417.0,0.0
14,STRK_USDT,STRK,USDT,2024-02-20 22:00:00,1708466400,2.053837631489996,-27.1699286956374,,0.0,-27.1699286956374,265876253958371.0,0.0,265876253958371.0,1.8999294666666664,1.9868538126927504,1.8306691,0.0558533655373272,128.41545481542752,-2846.4,-2717.9845451845727,128.41545481542752,-2846.4,-2717.9845451845727,1,0,38,39,,265876253958371.0,0.0
15,STRK_USDT,STRK,USDT,2024-02-20 23:00:00,1708470000,1.6359866249665114,-238.99999977567285,,0.0,-238.99999977567285,5317947613508011.0,0.0,5317947613508011.0,1.91181108871215,1.9630675225810208,1.873009216711061,0.0277225171228857,3378.097390676269,-1358.1069620359906,2019.9904286402789,3378.097390676269,-1358.1069620359906,2019.9904286402789,1,0,64,65,,5317947613508011.0,0.0
16,STRK_USDT,STRK,USDT,2024-02-21 00:00:00,1708473600,2.0530898532248623,-94.17872842307548,1.6574787863422302,235.1878209314901,141.00909250841462,3187074305441403.0,-5317947613508011.0,-2130873308066608.0,2.0036298568170685,2.062779339244081,1.9014732,0.0464744913407495,2898.9866183278536,-88.0,2810.9866183278536,2898.9866183278536,-88.0,2810.9866183278536,2,1,86,89,,3187074305441403.0,-5317947613508011.0
17,STRK_USDT,STRK,USDT,2024-02-21 01:00:00,1708477200,1.4255704493398864,-80.66946116430164,,0.0,-80.66946116430164,6810439506238063.0,0.0,6810439506238063.0,2.086303064428276,2.1163786853515143,2.0532825,0.0189147456572133,1222.7257371115818,-8.0,1214.7257371115818,1222.7257371115818,-8.0,1214.7257371115818,2,2,34,38,,6810439506238063.0,0.0
18,STRK_USDT,STRK,USDT,2024-02-21 02:00:00,1708480800,1.935029353294896,-973.1367857846536,,0.0,-973.1367857846536,2.7055881454093604e+16,0.0,2.7055881454093604e+16,2.102953112703019,2.168490102056286,2.0608173,0.0304245327697647,588.2683570998447,-1607.161322765175,-1018.8929656653304,588.2683570998447,-1607.161322765175,-1018.8929656653304,7,1,66,74,,2.7055881454093604e+16,0.0
19,STRK_USDT,STRK,USDT,2024-02-21 03:00:00,1708484400,2.145733253864832,-1124.5323597889785,,0.0,-1124.5323597889785,3.154981313229562e+16,0.0,3.154981313229562e+16,2.0188147525226245,2.104751201255652,1.9761815,0.0269543005225905,926.7472159401456,-7146.831371737133,-6220.084155796987,926.7472159401456,-7146.831371737133,-6220.084155796987,3,0,54,57,,3.154981313229562e+16,0.0
20,STRK_USDT,STRK,USDT,2024-02-21 04:00:00,1708488000,1.0888677010708725,-669.9999916793834,0.8735536032529226,668.9653865731448,-1.0346051062385868,8064173731709594.0,-2013564270332200.0,6050609461377393.0,2.038195956566242,2.043626650926369,1.9942679,0.0175602300963395,257.13640620280626,-50.86246290616901,206.27394329663724,257.13640620280626,-50.86246290616901,206.27394329663724,5,2,52,59,,8064173731709594.0,-2013564270332200.0
21,STRK_USDT,STRK,USDT,2024-02-21 05:00:00,1708491600,2.09313649920372,-299.15950165611025,,0.0,-299.15950165611025,1.0944499668333853e+17,0.0,1.0944499668333853e+17,1.9965021085493675,2.049103030730915,1.956224909090909,0.0313134693999675,252.91414323198163,-6435.9515239816565,-6183.037380749674,252.91414323198163,-6435.9515239816565,-6183.037380749674,2,0,82,84,,1.0944499668333853e+17,0.0
22,STRK_USDT,STRK,USDT,2024-02-21 06:00:00,1708495200,1.43574425853933,-444.4585132049813,,0.0,-444.4585132049813,2200121721476155.2,0.0,2200121721476155.2,1.9729597594285264,1.996911790433028,1.923551,0.0197853632106853,318.051196801178,-2570.0,-2251.948803198822,318.051196801178,-2570.0,-2251.948803198822,2,0,76,78,,2200121721476155.2,0.0
23,STRK_USDT,STRK,USDT,2024-02-21 07:00:00,1708498800,0.9179607337806654,-571.1498738940392,,0.0,-571.1498738940392,4169419359819627.0,0.0,4169419359819627.0,1.9458101816968545,1.9633960292078945,1.901346018348624,0.0148991153835435,773.4420871034018,-2924.1542,-2150.7121128965982,773.4420871034018,-2924.1542,-2150.7121128965982,2,0,178,180,,4169419359819627.0,0.0
24,STRK_USDT,STRK,USDT,2024-02-21 08:00:00,1708502400,1.8076967125021728,-829.3652884303752,1.6026671183667356,309.60676569297163,-519.7585227374036,7722562936225818.0,-2714953077003384.0,5007609859222433.0,1.9046522028338613,1.9354713489380464,1.86654176,0.0208850549722038,2055.595005090202,-3856.119366303852,-1800.52436121365,2055.595005090202,-3856.119366303852,-1800.52436121365,2,1,68,71,,7722562936225818.0,-2714953077003384.0
25,STRK_USDT,STRK,USDT,2024-02-21 09:00:00,1708506000,1.982737101524908,-91.51345325447464,,0.0,-91.51345325447464,660442521851087.0,0.0,660442521851087.0,1.941190702609444,1.9575648428785624,1.8912961697223312,0.0214153873973662,2092.625643695073,-2970.358406654341,-877.7327629592673,2092.625643695073,-2970.358406654341,-877.7327629592673,3,0,68,71,,660442521851087.0,0.0
26,STRK_USDT,STRK,USDT,2024-02-21 10:00:00,1708509600,1.6424776124140958,-49.525470214299474,,0.0,-49.525470214299474,380944404024100.0,0.0,380944404024100.0,1.877644142750287,1.8926444965383704,1.854392,0.0155615997691326,73.97572473693901,-1892.0529847069324,-1818.0772599699933,73.97572473693901,-1892.0529847069324,-1818.0772599699933,2,1,34,37,,380944404024100.0,0.0
27,STRK_USDT,STRK,USDT,2024-02-21 11:00:00,1708513200,0.9897674351758692,-1218.010814278519,,0.0,-1218.010814278519,1.169496395390477e+16,0.0,1.169496395390477e+16,1.8935483450883048,1.907336439789315,1.849862261904762,0.0205773980211474,639.9818065994205,-2026.0,-1386.0181934005795,639.9818065994205,-2026.0,-1386.0181934005795,2,0,72,74,,1.169496395390477e+16,0.0
