,tag,token0,token1,date,timestamp,token0_daily_price_median_mint,token0_daily_amount_mint,token0_daily_price_median_burn,token0_daily_amount_burn,token0_daily_amount_net_mint_burn,liquidity_daily_sum_mint,liquidity_daily_sum_burn,liquidity_daily_net_mint_burn,token0_daily_price_median_swap,token0_daily_price_min_swap,token0_daily_price_max_swap,token0_daily_price_std_swap,token0_daily_amount_buy_swap,token0_daily_amount_sell_swap,token0_daily_amount_net_swap,total_events_daily_mint,total_events_daily_burn,total_events_daily_swap,total_events_daily
65,USDC_USDT,USDC,USDT,2023-09-25,1695600000,1.0184971098265896,-72244.23376399999,1.0328935875861787,45874.694388,-26369.539375999986,431434711304870.0,-254717349549558.0,176717361755312.0,0.9999462508956027,1.0101010101010102,0.9857142857142857,0.00027471463061032845,4652947.300395001,-4471242.853073999,181704.44732100144,151,45,8050,8246
66,USDC_USDT,USDC,USDT,2023-09-26,1695686400,0.9996001798920648,-81890.025252,1.0319145071824016,79735.56803499999,-2154.4572170000174,1262738700432664.0,-481375317952079.0,781363382480585.0,0.9999646455633642,1.0416666666666667,0.9968285292572208,0.0005281761647732041,4070493.5388469994,-3996514.9837649995,73978.55508199986,111,48,7304,7463
67,ETH_USDC,ETH,USDC,2023-09-26,1695686400,1592.4837928510972,-65.27173294104149,1470.5025722495502,31.088673574285576,-34.18305936675591,6.605713332674289e+17,-3.617141428862711e+17,2.9885719038115776e+17,1588.4772857142855,1629.2684989429176,1484.336089473097,2.593348373629055,686.0124223722953,-631.9702673735533,54.042154998742035,154,60,8471,8685
68,ETH_USDC,ETH,USDC,2023-09-27,1695772800,1622.7468210126456,-55.902399037518194,1652.7184286872794,18.00990537922701,-37.89249365829119,9.479985724677074e+17,-1.0209653538471686e+18,-7.296678137946125e+16,1591.9536208521993,1632.0936041564873,1569.3830297808702,11.945335438185984,879.9877114274102,-830.7365240782375,49.25118734917271,248,139,9210,9597
69,USDC_USDT,USDC,USDT,2023-09-27,1695772800,0.9998633089384785,-102169.063789,1.0000308303217413,72722.00984200001,-29447.053946999993,2171096761989709.0,-2074325083407366.0,96771678582343.0,0.9999971111880278,1.006711409395973,0.9969605427306685,0.00024002492826906817,3535482.1185520003,-3387962.4822770003,147519.63627499994,76,49,4886,5011
70,USDC_USDT,USDC,USDT,2023-09-28,1695859200,1.0053651192293822,-89345.30942499998,1.0053651032612596,84517.192235,-4828.11718999999,1996973147507591.0,-2896426697533319.0,-899453550025728.0,1.0002204913113808,1.0034679773144273,0.998,0.00027345793295885476,3845248.0443520006,-3665014.949473,180233.09487900045,271,52,5937,6260
71,ETH_USDC,ETH,USDC,2023-09-28,1695859200,1645.2984959764601,-41.81938498854975,1954.4497533719232,10.162127429223643,-31.657257559326105,8.687842289731406e+17,-7.417566396371776e+17,1.27027589335963e+17,1617.4985668736658,1675.3873148369457,1592.386,18.65305613878349,875.7605186651911,-787.5218124665724,88.23870619861862,708,120,9555,10383
72,USDC_USDT,USDC,USDT,2023-09-29,1695945600,1.0042596322257353,-68781.643694,1.006441463257084,32204.204832,-36577.438861999995,842911903601046.0,-156787167732862.0,686124735868184.0,1.0002392991200466,1.0333333333333334,0.997228397803241,0.0005618066671834062,2810004.889935,-2844580.187834,-34575.29789900035,1254,48,4488,5790
73,ETH_USDC,ETH,USDC,2023-09-29,1695945600,1649.4882233355247,-68.23950735240493,1656.6388667663398,11.101547849764822,-57.13795950264011,7.189056840917008e+18,-1.6746891177422874e+18,5.514367723174722e+18,1666.40294913609,1687.2970754651433,999.9999999999999,12.26921295322915,935.8021024114483,-808.0905127756562,127.71158963579217,4702,105,9846,14653
74,USDC_USDT,USDC,USDT,2023-09-30,1696032000,1.0034552845528457,-56350.281581,1.0036463148561472,110545.25600999998,54194.97442899998,539576428915226.0,-542049589086170.0,-2473160170944.0,1.0002587692119114,1.003526183088115,0.9952380952380953,0.000297612728524033,3955830.33629,-3991095.7351280004,-35265.39883800037,2865,44,5749,8658
