,tag,token0,token1,date,timestamp,token0_daily_price_median_mint,token0_daily_amount_mint,token0_daily_price_median_burn,token0_daily_amount_burn,token0_daily_amount_net_mint_burn,liquidity_daily_sum_mint,liquidity_daily_sum_burn,liquidity_daily_net_mint_burn,token0_daily_price_median_swap,token0_daily_price_min_swap,token0_daily_price_max_swap,token0_daily_price_std_swap,token0_daily_amount_buy_swap,token0_daily_amount_sell_swap,token0_daily_amount_net_swap,total_events_daily_mint,total_events_daily_burn,total_events_daily_swap,total_events_daily
28,ETH_USDC,ETH,USDC,2023-09-20,1695168000,1636.076427411163,-7.117456483604102,1592.6804321631496,4.251558115768392,-2.865898367835711,1.4440947976051904e+16,-1.0751867909823028e+16,3689080066228876.0,1633.818670212766,1651.3284633662818,1585.3944545898971,7.16020024881988,462.0450505645418,-507.1819790480391,-45.136928483497286,178,33,6933,7144
29,ETH_USDC,ETH,USDC,2023-09-21,1695254400,1605.9476249142251,-10.89939891309038,1421.3245732169216,4.091649458400441,-6.807749454689939,2.4826128918108595e+18,-2.471849352403082e+18,1.076353940777728e+16,1616.5792429380513,1629.2390868421703,1285.732653323619,15.468624810136252,414.9276441695988,-435.5673607808816,-20.63971661128284,108,98,6721,6927
30,ETH_USDC,ETH,USDC,2023-09-22,1695340800,1603.8202861511504,-36.75029458460524,1548.4667327684836,9.951052635894468,-26.799241948710776,1.1849049415484037e+18,-1.1359692847709745e+18,4.893565677742925e+16,1592.68836375442,1630.04242044594,1577.9184409460845,4.533682580857526,386.5347788019177,-373.2047764533098,13.330002348607875,138,55,7430,7623
31,ETH_USDC,ETH,USDC,2023-09-23,1695427200,1595.641148515365,-34.33894187226732,1131.671732278543,8.1022624392254,-26.23667943304192,4.9964317023204416e+17,-4.357794850405641e+17,6.386368519148006e+16,1591.703008035157,1629.3026560649637,1577.5,2.2530923129209404,585.1246086146735,-562.477073304621,22.647535310052604,159,69,9974,10202
32,ETH_USDC,ETH,USDC,2023-09-24,1695513600,1620.619141535937,-26.42694918345458,1515.4100538441712,11.889973222698709,-14.536975960755877,4.989736588869568e+17,-4.332653341306585e+17,6.57083247562983e+16,1590.1740167741937,1600.2414340513103,1573.0337078651687,2.6004733122173898,712.5155610271706,-665.594438045825,46.92112298134566,205,70,9809,10084
33,ETH_USDC,ETH,USDC,2023-09-25,1695600000,1577.869957864586,-33.03521175349487,1584.4262272452097,17.604514453652495,-15.430697299842375,4.094565997378396e+17,-4.4115630617378086e+17,-3.169970643594131e+16,1577.3104173041563,1611.918608400492,1561.2658594228055,6.407278176794576,789.2151255076883,-714.7444260226802,74.47069948500814,161,75,9431,9667
34,ETH_USDC,ETH,USDC,2023-09-26,1695686400,1592.4837928510972,-65.27173294104149,1470.5025722495502,31.088673574285576,-34.18305936675591,6.605713332674289e+17,-3.617141428862711e+17,2.9885719038115776e+17,1588.4772857142857,1629.2684989429176,1484.336089473097,2.593348373629055,686.0124223722953,-631.9702673735533,54.04215499874204,154,60,8471,8685
35,ETH_USDC,ETH,USDC,2023-09-27,1695772800,1622.7468210126456,-55.902399037518194,1652.7184286872794,18.00990537922701,-37.89249365829119,9.479985724677074e+17,-1.0209653538471686e+18,-7.296678137946125e+16,1591.9536208521993,1632.0936041564871,1569.3830297808702,11.945335438185984,879.9877114274102,-830.7365240782375,49.25118734917271,248,139,9210,9597
36,ETH_USDC,ETH,USDC,2023-09-28,1695859200,1645.29849597646,-41.81938498854975,1954.4497533719232,10.162127429223643,-31.657257559326105,8.687842289731406e+17,-7.417566396371776e+17,1.27027589335963e+17,1617.4985668736658,1675.3873148369455,1592.386,18.65305613878349,875.7605186651911,-787.5218124665724,88.23870619861862,708,120,9555,10383
37,ETH_USDC,ETH,USDC,2023-09-29,1695945600,1649.4882233355247,-68.23950735240493,1656.6388667663398,11.101547849764822,-57.13795950264011,7.189056840917008e+18,-1.6746891177422874e+18,5.514367723174722e+18,1666.40294913609,1687.2970754651433,1000.0,12.26921295322915,935.8021024114483,-808.0905127756562,127.71158963579217,4702,105,9846,14653
