tag,token0,token1,date,timestamp,token0_hourly_price_median_mint,token0_hourly_amount_mint,token0_hourly_price_median_burn,token0_hourly_amount_burn,token0_hourly_amount_net_mint_burn,liquidity_hourly_sum_mint,liquidity_hourly_sum_burn,liquidity_hourly_net_mint_burn,liquidity_hourly_cum_sum_mint,liquidity_hourly_cum_sum_burn,liquidity_hourly_cum_net_mint_burn,token0_hourly_price_median_swap,token0_hourly_price_min_swap,token0_hourly_price_max_swap,token0_hourly_price_std_swap,token0_hourly_amount_buy_swap,token0_hourly_amount_sell_swap,token0_hourly_amount_net_swap,token0_hourly_amount_cum_buy_swap,token0_hourly_amount_cum_sell_swap,token0_hourly_amount_cum_net_swap,total_events_hourly_mint,total_events_hourly_burn,total_events_hourly_swap,total_events_hourly
STRK_ETH,STRK,ETH,2024-02-20 13:00:00,1708434000,0.0005157718400705827,-28827.154007131976,0.004151536422146377,7772.5441993811455,-21054.60980775083,1.1234886507778663e+22,-7.662795274667863e+22,-6.539306623889997e+22,1.1234886507778663e+22,-7.662795274667863e+22,-6.539306623889997e+22,0.0008385554110060732,0.0006077007319614082,1.6182239184897533,0.24922767718482866,4321691.55397248,-3996567.4767161296,325124.0772563503,4321691.55397248,-3996567.4767161296,325124.0772563503,44,98,3592,3734
STRK_USDC,STRK,USDC,2024-02-20 13:00:00,1708434000,7.868127522279733,-102.14303913474275,29.872254260532426,1111.357580229979,1009.2145410952363,8.340004597577691e+17,-1.2456731733767404e+18,-4.1167271361897126e+17,8.340004597577691e+17,-1.2456731733767404e+18,-4.1167271361897126e+17,2.7559486488655387,1.8851852835067107,7.377416331081063,1.2479072906651765,400450.15418450464,-250267.663893093,150182.49029141164,400450.15418450464,-250267.663893093,150182.49029141164,26,53,1338,1417
STRK_USDT,STRK,USDT,2024-02-20 13:00:00,1708434000,,0,42.593982549092594,106.73248888526038,106.73248888526038,0,-1.3625475072940416e+17,-1.3625475072940416e+17,0,-1.3625475072940416e+17,-1.3625475072940416e+17,2.5252111961506416,1.80035767003367,2.99732310254644,0.3573582519058553,128560.83831447497,-107348.64149071189,21212.19682376308,128560.83831447497,-107348.64149071189,21212.19682376308,0,4,569,573
STRK_USDC,STRK,USDC,2024-02-20 14:00:00,1708437600,1.6424192899165293,-16270.797118278504,0.9190774185514426,2679.055784963976,-13591.741333314529,1.1990930782397059e+18,-3.399538653289274e+17,8.591392129107784e+17,1.1990930782397059e+18,-3.399538653289274e+17,8.591392129107784e+17,2.603734092311477,0.6035786535028757,4.82079883,0.5205268962340055,467810.57875374705,-656331.9088672097,-188521.33011346264,467810.57875374705,-656331.9088672097,-188521.33011346264,46,21,1773,1840
STRK_ETH,STRK,ETH,2024-02-20 14:00:00,1708437600,0.0008473088247156304,-21190.741841359708,0.0011035010854526098,5094.806032488672,-16095.935808871036,4.358594663866877e+22,-7.925530936853773e+22,-3.566936272986896e+22,4.358594663866877e+22,-7.925530936853773e+22,-3.566936272986896e+22,0.0008727855865417211,0.0006821543947761829,0.0012045456126032314,8.114452256966226e-05,3198547.6705962275,-4620871.727568578,-1422324.0569723505,3198547.6705962275,-4620871.727568578,-1422324.0569723505,80,45,2363,2488
STRK_ETH,STRK,ETH,2024-02-20 15:00:00,1708441200,0.0007349322286058916,-27121.097494550886,0.0012793065484647166,7001.548281975532,-20119.549212575355,1.163429626076903e+23,-3.820405250151775e+22,7.813891010617254e+22,1.163429626076903e+23,-3.820405250151775e+22,7.813891010617254e+22,0.0007621438322216566,0.0006812993344746149,0.0009604714544429,4.8887060925411466e-05,3770596.8117346507,-4720054.382743025,-949457.5710083744,3770596.8117346507,-4720054.382743025,-949457.5710083744,95,29,4062,4186
STRK_USDT,STRK,USDT,2024-02-20 15:00:00,1708441200,2.1729858665660995,-242.5261671246766,10.659094872200741,885.3799202709988,642.8537531463222,2.159660924272916e+16,-2.2683042569753456e+16,-1086433327024296.0,2.159660924272916e+16,-2.2683042569753456e+16,-1086433327024296.0,2.5967022789947203,1.8998107865015839,4.0743166881482304,0.7167644021103221,2723.8124053690344,-2867.4080333467027,-143.5956279776683,2723.8124053690344,-2867.4080333467027,-143.5956279776683,3,2,158,163
STRK_USDT,STRK,USDT,2024-02-20 15:00:00,1708441200,15.789585099490731,-0.780250647649846,,0,-0.780250647649846,2.0361470908925296e+16,0,2.0361470908925296e+16,2.0361470908925296e+16,0,2.0361470908925296e+16,2.4789722090716735,1.96429918573873,2.8957137894439007,0.2604196845297741,43702.69671051246,-47146.43927993969,-3443.7425694272315,43702.69671051246,-47146.43927993969,-3443.7425694272315,2,0,223,225
STRK_USDC,STRK,USDC,2024-02-20 15:00:00,1708441200,2.1410389375783243,-11869.326421203252,17.49608344249913,72.98851244033574,-11796.337908762916,1.8645539230321413e+18,-2.240758414411613e+18,-3.762044913794716e+17,1.8645539230321413e+18,-2.240758414411613e+18,-3.762044913794716e+17,2.238655030236249,1.908529293958587,2.601170202709775,0.16848417333591856,1210696.8897397032,-1601602.9188264932,-390906.02908679005,1210696.8897397032,-1601602.9188264932,-390906.02908679005,57,20,2435,2512
STRK_USDT,STRK,USDT,2024-02-20 16:00:00,1708444800,3.419081481858307,-1828.8026010704486,2.1986654345322254,81.80484585845228,-1746.9977552119963,9.265135668225193e+17,-9.132777452229774e+17,1.3235821599541888e+16,9.265135668225193e+17,-9.132777452229774e+17,1.3235821599541888e+16,2.052467823847775,1.80828,2.3424447275987115,0.13942908320685984,3724.0748682033045,-3439.1271133848695,284.947754818435,3724.0748682033045,-3439.1271133848695,284.947754818435,8,3,59,70
STRK_USDC,STRK,USDC,2024-02-20 16:00:00,1708444800,1.9895376348999998,-21650.36222627591,1.4714740500988186,9893.7627240338,-11756.599502242108,2.341215966727383e+18,-2.973163110792099e+18,-6.319471440647158e+17,2.341215966727383e+18,-2.973163110792099e+18,-6.319471440647158e+17,2.161688144390639,0.6118236756672359,2.5555737835541983,0.1960395273151043,2643349.2468283186,-2472739.2573055457,170609.98952277284,2643349.2468283186,-2472739.2573055457,170609.98952277284,42,19,3064,3125
STRK_ETH,STRK,ETH,2024-02-20 16:00:00,1708444800,0.000710672583727289,-74638.10216828909,0.0002620467493391934,16780.177380739566,-57857.92478754952,3.4516276190545166e+22,-3.4941125565084426e+22,-4.2484937453926036e+20,3.4516276190545166e+22,-3.4941125565084426e+22,-4.2484937453926036e+20,0.0007309189287838132,0.0005986094878430026,0.0008878540726765757,4.041526396413382e-05,9001915.899405293,-6513871.193624076,2488044.7057812167,9001915.899405293,-6513871.193624076,2488044.7057812167,142,42,6676,6860
STRK_USDT,STRK,USDT,2024-02-20 17:00:00,1708448400,1.9961749257124901,-226.95456704460747,,0,-226.95456704460747,3196231244691642.0,0,3196231244691642.0,3196231244691642.0,0,3196231244691642.0,2.099776268854135,1.93842552,2.189123361887176,0.0786423775823634,9660.40179741302,-7948.528206900446,1711.873590512574,9660.40179741302,-7948.528206900446,1711.873590512574,5,0,114,119
STRK_ETH,STRK,ETH,2024-02-20 17:00:00,1708448400,0.0006854321517689989,-69645.76970440029,0.00027028553827765156,8428.612901721448,-61217.15680267884,4.940194089128268e+22,-1.0456121461551401e+23,-5.515927372423133e+22,4.940194089128268e+22,-1.0456121461551401e+23,-5.515927372423133e+22,0.0007190514849458262,0.0006176502770428435,0.0008188222233284407,4.022535236565985e-05,7074863.070823748,-5710507.03388503,1364356.0369387176,7074863.070823748,-5710507.03388503,1364356.0369387176,122,29,4576,4727
STRK_USDC,STRK,USDC,2024-02-20 17:00:00,1708448400,1.9707673009003837,-16235.606181385565,1.0913780095558514,17820.804434518785,1585.1982531332196,1.1746694867674118e+19,-1.154257852412507e+19,2.0411634354904883e+17,1.1746694867674118e+19,-1.154257852412507e+19,2.0411634354904883e+17,2.0703975766071427,0.769001,2.49973925477207,0.13738421380276977,2345149.422911573,-2768094.27559522,-422944.8526836466,2345149.422911573,-2768094.27559522,-422944.8526836466,49,19,2404,2472
STRK_USDC,STRK,USDC,2024-02-20 18:00:00,1708452000,1.974829714127892,-21349.10985090468,0.10327060167955276,1217.725266966263,-20131.384583938416,6.812482747725624e+17,-1.08814879441017e+17,5.724333953315455e+17,6.812482747725624e+17,-1.08814879441017e+17,5.724333953315455e+17,1.9674809535076583,1.645107737726114,2.2186973579051177,0.10946009010976027,2179440.129803258,-1718748.3086826908,460691.82112056715,2179440.129803258,-1718748.3086826908,460691.82112056715,54,10,2455,2519
STRK_ETH,STRK,ETH,2024-02-20 18:00:00,1708452000,0.0006680884872191444,-45184.38890449376,0.0002233603804276114,42933.36280937296,-2251.026095120804,3.730669953014184e+23,-6.967323283231981e+22,3.033937624690986e+23,3.730669953014184e+23,-6.967323283231981e+22,3.033937624690986e+23,0.0006780087691834306,0.0006018245562482434,0.0007552208179130534,3.346958336422299e-05,4226267.279227693,-3359417.1931480323,866850.0860796603,4226267.279227693,-3359417.1931480323,866850.0860796603,144,45,4052,4241
STRK_USDT,STRK,USDT,2024-02-20 18:00:00,1708452000,2.0966983440563727,-188.34941049811385,1.3686060449635031,206.37933760370916,18.029927105595306,3829569097231222.0,-1078008643937319.0,2751560453293903.0,3829569097231222.0,-1078008643937319.0,2751560453293903.0,1.974934270945287,1.7404898376811593,2.2415073000000003,0.1302492409194905,37306.13433823489,-48238.90870017592,-10932.774361941025,37306.13433823489,-48238.90870017592,-10932.774361941025,3,1,305,309
STRK_ETH,STRK,ETH,2024-02-20 19:00:00,1708455600,0.0006882354009132357,-89832.4425699483,0.0007431422782462793,1234.8746404108508,-88597.56792953744,1.3762755081231975e+23,-3.9787700291737276e+21,1.3364878078314601e+23,1.3762755081231975e+23,-3.9787700291737276e+21,1.3364878078314601e+23,0.0007039295576563655,0.0006646470876895698,0.0007564186861483367,1.4630476694077746e-05,2193872.8345305626,-3717722.2799467687,-1523849.445416206,2193872.8345305626,-3717722.2799467687,-1523849.445416206,193,22,4899,5114
STRK_USDT,STRK,USDT,2024-02-20 19:00:00,1708455600,2.0973421014832265,-94.999999595244,3.479583169321924,225.9651377016005,130.9651381063565,941863112732321.0,-1467391884491370.0,-525528771759049.0,941863112732321.0,-1467391884491370.0,-525528771759049.0,2.06246274,1.9894192533333335,2.1126865182464596,0.041111747218976494,1438.5786218469057,-2049.8575197775626,-611.278897930657,1438.5786218469057,-2049.8575197775626,-611.278897930657,2,1,56,59
STRK_USDC,STRK,USDC,2024-02-20 19:00:00,1708455600,2.0136813372826636,-23278.89434986091,12.388541750118028,8356.099713753973,-14922.794636106939,4.497861024741537e+17,-3.4009358724609574e+17,1.0969251522805798e+17,4.497861024741537e+17,-3.4009358724609574e+17,1.0969251522805798e+17,2.0698034548896285,1.990480587962963,2.1358944569438463,0.034101986809757685,495933.6813287857,-840045.9616163496,-344112.2802875639,495933.6813287857,-840045.9616163496,-344112.2802875639,103,14,2048,2165
STRK_USDC,STRK,USDC,2024-02-20 20:00:00,1708459200,1.9696580393974128,-14663.437946709595,0.5036059119646037,398.0493045007968,-14265.388642208798,4.02683949243234e+17,-1.902937568435886e+17,2.1239019239964538e+17,4.02683949243234e+17,-1.902937568435886e+17,2.1239019239964538e+17,2.0074798965294116,1.921512728,2.074231246936054,0.027545366374951242,591606.8615782822,-644689.8795460407,-53083.01796775847,591606.8615782822,-644689.8795460407,-53083.01796775847,57,9,1368,1434
STRK_USDT,STRK,USDT,2024-02-20 20:00:00,1708459200,,0,,0,0,0,0,0,0,0,0,2.0268712268648343,1.9956742250000001,2.047055721062313,0.019183635421517395,83.13512940337972,-160.0,-76.86487059662028,83.13512940337972,-160.0,-76.86487059662028,0,0,10,10
