tag,token0,token1,date,timestamp,token0_hourly_price_median_mint,token0_hourly_amount_mint,token0_hourly_price_median_burn,token0_hourly_amount_burn,token0_hourly_amount_net_mint_burn,liquidity_hourly_sum_mint,liquidity_hourly_sum_burn,liquidity_hourly_net_mint_burn,token0_hourly_price_median_swap,token0_hourly_price_min_swap,token0_hourly_price_max_swap,token0_hourly_price_std_swap,token0_hourly_amount_buy_swap,token0_hourly_amount_sell_swap,token0_hourly_amount_net_swap,token0_hourly_amount_cum_buy_swap,token0_hourly_amount_cum_sell_swap,token0_hourly_amount_cum_net_swap,total_events_hourly_mint,total_events_hourly_burn,total_events_hourly_swap,total_events_hourly,liquidity_hourly_cum_sum_mint,liquidity_hourly_cum_sum_burn
STRK_ETH,STRK,ETH,2024-02-23 00:00:00,1708646400,0.0006530571838829,-17808.644147316256,0.0006335833341711,6467.262061570549,-11341.382085745709,1.3703125450247029e+22,-1.1217905399118386e+22,2.4852200511286406e+21,0.0006523879071811,0.0006584302330094,0.0006458639014529,2.562798649111899e-06,439484.5453134759,-142854.40447816672,296630.1408353092,439484.5453134759,-142854.40447816672,296630.1408353092,75,12,408,495,1.3703125450247029e+22,-1.1217905399118386e+22
STRK_ETH,STRK,ETH,2024-02-23 01:00:00,1708650000,0.0006836829310593,-21711.55299810759,0.0007003227080516,12497.132610697368,-9214.42038741022,2.500047439001313e+22,-1.1824667083990574e+22,1.317580730602256e+22,0.0006731230006788,0.0006924928628842,0.0006523657165822,1.078415539505481e-05,3202539.4939117013,-150888.077425147,3051651.4164865543,3202539.4939117013,-150888.077425147,3051651.4164865543,136,31,1483,1650,2.500047439001313e+22,-1.1824667083990574e+22
STRK_ETH,STRK,ETH,2024-02-23 02:00:00,1708653600,0.000706221408892,-95239.9255370946,0.0006944868924379,14108.486585936089,-81131.4389511585,5.197603643560165e+22,-4.3841010496159904e+22,8.135025939441743e+21,0.0007041398531488,0.0007126952295543,0.0006878539532908,5.207442738053694e-06,2756005.894902277,-629129.601647235,2126876.293255042,2756005.894902277,-629129.601647235,2126876.293255042,204,83,1718,2005,5.197603643560165e+22,-4.3841010496159904e+22
STRK_ETH,STRK,ETH,2024-02-23 03:00:00,1708657200,0.0006953762530752,-55265.06301328127,0.0007175455868821,6949.807227997543,-48315.25578528372,3.2877960536742e+22,-3.394340092804257e+22,-1.0654403913005716e+21,0.0007009604890867,0.0007107587170504,0.0006910304749367,4.973964630076292e-06,875873.6800655778,-780049.6961632217,95823.98390235612,875873.6800655778,-780049.6961632217,95823.98390235612,236,86,1062,1384,3.2877960536742e+22,-3.394340092804257e+22
STRK_ETH,STRK,ETH,2024-02-23 04:00:00,1708660800,0.0006963766803468,-45132.39062349577,0.0007040916343824,2245.2544146304863,-42887.13620886528,3.0283709333600947e+22,-8.37638372665521e+22,-5.348012793295115e+22,0.0007000255987163,0.0007069196887502,0.0006917766766161,3.6397152546487287e-06,513908.9456448106,-743158.7548547783,-229249.80920996767,513908.9456448106,-743158.7548547783,-229249.80920996767,262,81,1171,1514,3.0283709333600947e+22,-8.37638372665521e+22
STRK_ETH,STRK,ETH,2024-02-23 05:00:00,1708664400,0.0007275153492561,-36645.73119180087,0.0008448461036036,13952.452747782105,-22693.278444018768,1.9137301484739733e+24,-5.369281240549203e+22,1.8600373360684812e+24,0.0007160273221048,0.0007257547204393,0.0006977322073748,6.148490522139398e-06,1148307.737747684,-391318.8193287273,756988.9184189566,1148307.737747684,-391318.8193287273,756988.9184189566,244,90,1381,1715,1.9137301484739733e+24,-5.369281240549203e+22
STRK_ETH,STRK,ETH,2024-02-23 06:00:00,1708668000,0.0007063264344764,-33373.3966005402,0.0007475463625926,8464.375069448839,-24909.021531091363,1.3397415636127696e+24,-1.9312106464197265e+22,1.3204294571485723e+24,0.0007217398914626,0.0007302065620044,0.0007118250066326,5.162059853238862e-06,845290.6617598035,-1173298.1798315663,-328007.51807176275,845290.6617598035,-1173298.1798315663,-328007.51807176275,314,121,1413,1848,1.3397415636127696e+24,-1.9312106464197265e+22
STRK_ETH,STRK,ETH,2024-02-23 07:00:00,1708671600,0.000695282549397,-87820.99453820221,0.0006943425927439,4586.81063104203,-83234.18390716019,2.6438363622963585e+22,-2.8190218155391703e+22,-1.7518545324281178e+21,0.0007053158185013,0.0007169612990914,0.0006947143689001,4.574961507984184e-06,436415.0766069373,-1071985.832747913,-635570.7561409757,436415.0766069373,-1071985.832747913,-635570.7561409757,257,74,1097,1428,2.6438363622963585e+22,-2.8190218155391703e+22
STRK_ETH,STRK,ETH,2024-02-23 08:00:00,1708675200,0.0006883797031549,-346135.28226041986,0.0007178964027488,7192.784952545834,-338942.49730787403,1.1881762722621828e+23,-1.969114639896572e+24,-1.850297012670354e+24,0.0006950415206968,0.000699121316749,0.0006905526401222,1.948477587119976e-06,233046.0513787383,-371268.84365081775,-138222.79227207944,233046.0513787383,-371268.84365081775,-138222.79227207944,180,75,385,640,1.1881762722621828e+23,-1.969114639896572e+24
STRK_ETH,STRK,ETH,2024-02-23 09:00:00,1708678800,0.0006958221446188,-37027.74368639931,0.000729749101551,17270.996121619155,-19756.74756478016,6.810630729933535e+22,-7.745030899486479e+22,-9.34400169552944e+21,0.0006971234469215,0.0007022572524599,0.0006928902561324,1.7547064563863135e-06,620405.2281778887,-230134.8533097644,390270.37486812426,620405.2281778887,-230134.8533097644,390270.37486812426,188,66,740,994,6.810630729933535e+22,-7.745030899486479e+22
